Internet,Radio,TV,Sales
15599,9547,5922,304787
3389,2333,4779,253539
2776,15600,2297,277834
8795,15123,1340,302889
14534,5095,10098,310686
1688,14767,1618,262911
3730,8568,17210,313754
15331,4970,2137,296300
2403,2988,12101,267481
3604,9860,2557,270536
1653,12340,18281,301600
14890,14965,16263,339454
12584,14598,6004,307104
18243,6182,11295,320177
1476,5741,16850,282429
10461,12600,3787,300408
13441,3419,7776,300308
2371,8522,2702,255864
13067,5371,1263,293100
6963,5456,2328,277863
13669,4176,5236,295832
8410,16887,17983,341914
6852,10211,5970,289667
3101,16810,3122,283132
17579,5902,11432,319985
19642,4680,8754,312669
10708,11557,10189,309675
8786,7330,17199,334561
19481,2071,4901,302313
5284,14297,15068,316405
1485,11325,1237,250323
9185,4501,7301,290533
9316,13364,17392,339110
3404,2606,9624,266958
19271,17607,14242,330402
5741,10593,7367,288439
2709,19571,10521,292118
10267,7745,11634,310473
18346,18176,13120,326307
4954,9682,12879,300222
9722,4177,3725,285183
10768,14802,11049,315088
16357,18298,12224,323584
18123,9516,9129,313460
19675,12938,11096,320269
3521,3767,9365,269012
8601,14660,2858,300633
14228,8734,2655,299785
16046,8183,4277,302103
14458,7279,15790,337084
15640,11058,14454,331437
7647,5165,15058,317408
7741,8564,14291,316328
4774,6720,18266,325564
2097,2425,9404,251650
9974,15054,13903,324138
15426,15106,13867,328871
1015,4207,6362,225321
15839,14283,11591,320677
15255,7790,8434,308152
10025,14052,8369,306731
17138,1886,8627,308185
18672,18386,4344,311688
10526,7674,9620,303948
3771,16543,16197,316147
13252,19113,4018,312346
19248,16794,15562,336342
17719,19503,14354,330666
11451,6548,18454,348577
13566,2820,14202,326458
12589,18657,16092,337498
11106,14093,14894,329490
12149,19588,18289,348219
19949,2091,18405,363060
12557,11024,8669,307873
11025,7839,12601,316021
3577,3652,8866,267631
17653,16681,18364,350800
18200,12666,18486,354183
8360,12312,7257,299207
1678,7605,12080,264328
16282,9862,10802,317176
8663,2736,2109,278184
12543,4998,9813,306217
9250,8311,1981,290385
2118,2569,4756,240241
10971,4461,5625,291427
13931,8960,3190,299860
17090,14540,17771,348511
17367,7250,8810,311194
6645,11572,17253,330673
6883,9078,2070,285097
7134,18410,5865,304387
2106,9740,16260,293815
13397,9122,11407,315877
1561,19257,6458,271292
17006,5954,2227,299672
17747,19269,11638,321822
19302,6526,19880,369119
1694,17940,18053,306651
5929,14064,7154,294686
10757,1846,17550,340442
2793,1226,2921,242760
10005,8292,18986,349285
8316,5583,15655,323189
4021,4074,12773,287018
4106,3036,19905,330696
2473,6388,11181,269870
18751,17014,11001,319826
14351,13182,5265,306409
19368,12040,1013,307957
5444,3797,17865,324470
4579,18100,2068,296031
16902,8173,14004,330567
19584,12914,7564,311629
2988,15125,5858,278959
8823,12593,5018,297968
10974,3425,9209,299451
15996,16216,19606,358227
17685,15260,2358,309750
17130,13110,16161,340408
10954,5285,6396,293941
4896,18322,4407,296720
16123,15657,2041,310034
6406,11878,6332,291502
5294,8984,7439,283840
11049,6440,8557,300671
14402,12620,4250,305217
1987,3598,10246,255250
2633,2487,9043,257218
6254,6341,10558,292916
11150,6506,6681,296450
18241,17612,9296,315993
19421,17757,11819,321989
12124,3378,10935,308377
12684,14481,11762,319184
17873,3702,13782,331137
4390,15219,2071,288324
14441,6790,16706,342404
16056,6794,16412,342739
2954,12655,12185,288258
6467,15625,3716,296989
15282,7028,11915,319426
12271,13138,15077,331427
10960,14596,19163,352354
4022,4577,16206,306015
19109,8551,5924,307033
18094,13314,19549,360386
1732,18413,16736,300993
14414,13090,11827,320204
11191,12469,19314,353692
16022,11761,12101,321975
7094,9130,3016,286018
5117,7584,8901,284206
9706,6716,16427,332011
1031,1292,19397,284663
2743,3507,3527,248344
10747,1457,4782,285183
4202,10031,5899,277249
13580,17009,17904,347107
10083,7261,6283,294383
1584,17931,2143,269089
9256,17724,2135,307915
16971,6598,14829,335000
5564,10258,9061,290944
13168,8192,16921,341787
8656,7518,9789,299862
3308,14609,10246,288175
17647,1091,15348,340165
5784,4659,2002,271066
5079,7645,14433,305696
13405,7459,5451,299386
16560,1188,17728,353819
16850,18989,11432,321393
2470,14325,5505,272001
4502,4680,6392,269511
6212,8891,16001,320186
13529,19917,15252,334360
2275,2025,15714,283740
4623,3704,10898,282310
8933,11020,11770,310907
11432,3135,6225,291974
18783,2693,4839,301652
15959,17510,18136,348975
19872,17406,19808,358564
16030,19907,14223,330451
14756,19896,5528,313454
19881,18647,10024,317228
15962,3383,5000,298426
16775,8357,1529,302101
10734,12029,13010,319842
15554,3944,12348,320914
7059,15277,19764,348868
10894,17204,17604,343473
16279,11027,7697,309450
8897,12848,4516,298223
15956,2248,3381,295040
16807,1112,13764,329742
19721,18353,6684,312246
14485,15479,17619,346285
11119,1153,13104,314531
14121,13027,8704,311191
12166,18518,8196,313504
15708,10527,14541,331913
5754,1389,7214,272533
1242,2499,6245,227190
18886,3161,10148,316317
10383,11220,5117,298973
14707,14995,6584,309641
16131,1282,10746,314180
5401,13973,6809,291990
18108,3109,15043,338431
6805,3047,7888,281900
6120,12346,14794,316599
19279,6402,3118,302844
5553,16704,7159,297820
12078,4673,3591,291280
14446,1732,1365,290205
14009,18566,2656,312622
14108,14166,18009,348530
11349,10579,16228,335369
7036,9837,7378,292012
18512,10520,10844,319011
9925,10526,15285,327882
14734,10606,4229,303250
7877,8827,4743,289021
15856,4625,14698,333119
15552,7382,12325,321536
1700,19360,16981,302765
8318,17931,8303,308593
1531,3436,5304,233626
5729,7732,5787,280618
15042,13480,10635,317036
3706,4119,12459,283305
17214,7048,15988,341500
1247,11275,13228,266385
14560,11330,17568,346926
17593,13447,12300,323689
1767,7842,16881,290237
2012,11601,3454,259084
7386,4185,15178,316436
9981,10457,3336,295954
17120,18213,17129,343411
19813,17395,14392,330964
6887,4400,17381,328093
3762,10846,13707,298178
4989,5406,9613,282285
15991,11922,18982,356557
13720,15742,18385,350116
13197,8901,8075,305472
4094,18218,7159,293951
15613,12558,1131,306608
6199,7532,15451,316030
18586,18843,13024,325826
10380,14685,5538,304272
16057,1962,8519,306125
17438,9913,13085,326747
1482,11241,2550,249555
12662,5527,18938,354266
4978,18201,15399,320354
17586,18759,6383,312737
1210,7740,7464,240629
8422,2875,18708,342011
14460,11304,3814,303568
9429,2042,5244,283206
4173,11481,15945,312315
1467,18509,2106,268560
3881,10355,11777,290536
11254,19460,8288,313973
8680,12205,8112,301374
4552,10491,5412,279607
13892,19787,1087,316160
16575,12374,12090,322385
17632,3407,6315,303392
14076,1139,19015,358558
18546,5213,19629,367668
15750,19000,19910,358495
11015,7106,9195,303106
18566,15590,14970,334210
17015,16159,19449,357493
14737,5362,4067,297284
8110,4343,13063,308017
16039,1174,4712,296039
9644,5761,4253,288147
10182,13281,12846,319144
15321,5982,1309,297480
15210,15418,14502,331426
13257,2266,18048,349648
12283,13322,3416,303894
8354,8212,1621,287914
8471,3666,6372,285039
13304,15887,15875,336612
4611,18796,10912,304141
7382,8220,3663,285498
5136,14902,7571,293584
2462,13279,14517,293731
1498,1501,3880,226093
2987,7139,15908,298631
1744,9756,4937,251572
8545,19384,6201,308881
2746,19987,12555,298471
13896,10937,18681,353188
1093,4435,19561,290601
1518,11568,6374,253484
3341,13093,7014,279011
1996,12760,4358,261967
15983,5580,17505,349747
3903,9306,9175,280698
19214,16958,4027,310637
7240,9175,7163,291223
19794,19655,12472,323480
17421,9780,8210,310746
9094,3585,17847,338290
1507,1968,1783,225458
1129,13838,2394,248687
18057,7370,17387,350517
19453,6312,5293,305222
5631,19042,9783,306027
10274,4815,12127,310222
2787,12182,7585,273428
12792,19745,8035,314751
9551,5399,16428,331108
11949,16120,8340,311247
16621,4966,12873,324976
15651,17583,11059,320023
4196,14403,14783,309867
4646,18215,2078,296603
13047,16850,11425,319740
8573,3712,18888,344014
3139,10226,15231,299869
6694,16666,14596,321423
16516,6813,17005,346827
8169,10638,4667,292888
14768,1446,12591,320125
1220,11248,11012,257466
5914,11557,10788,299227
19329,1580,8806,311914
2726,15608,4087,276878
8900,19530,2054,310884
1057,13348,16406,279491
16667,17920,19591,357212
4139,6365,19992,333547
9407,13138,3757,299448
2065,7372,15274,285009
11475,5577,14506,324793
16540,15959,4075,309734
7547,15493,17044,334376
6111,17186,7995,301664
17099,14717,16807,343179
6154,5784,11153,293995
6711,3824,2479,273561
6169,14203,11637,306251
14640,10533,2226,302600
18115,1052,6774,303879
4837,2928,14286,298554
18003,17338,18593,351682
7882,11877,1739,294009
10381,8531,16273,333278
8234,11412,18539,342932
12947,8650,17730,346373
12340,15436,5346,307371
6622,3983,11371,294616
16626,5066,11184,317717
9765,7854,18821,347583
6482,14998,9817,303156
1593,2748,6344,235343
1399,7169,2594,237325
16948,19673,14249,330419
14123,8908,15903,337254
16561,13503,19256,357778
2004,3964,17733,295077
2649,17734,18614,321278
2715,10342,12764,284827
7516,6505,9348,293795
16321,7773,7980,308202
13363,14338,10744,316573
10447,13092,8834,307293
6005,15004,15664,322612
19871,6726,5041,305445
8467,2234,6492,283137
1053,6801,17770,279568
14052,15806,7745,311508
16304,15342,10700,318499
15297,10894,2666,303626
12849,7098,5682,298458
5162,19291,12641,311990
9637,17539,18366,346195
3618,5437,18873,321160
13572,8084,7896,304869
9345,10977,11314,310162
13833,10624,1048,302356
1336,14198,15816,284223
17440,12263,14847,334307
2951,19546,12973,300899
8814,16547,19742,352891
4679,11790,1626,282020
10563,15744,4402,305530
14683,16208,10930,318866
11898,12998,5662,304134
18747,9510,18387,356025
17374,13118,2451,307460
8110,10050,14489,319479
12653,9420,6676,302365
2496,11989,8131,271152
12970,12816,1856,304277
1428,13472,1769,254685
18341,16405,15801,337676
15048,4846,10364,312305
18407,19932,14409,330555
6198,6529,11871,297963
12316,14176,8188,309459
8849,7132,2362,287187
13427,5774,19661,360708
3599,8852,18086,318463
19484,9025,6393,308245
2367,10448,9624,270451
1116,7391,15134,266525
9943,11616,18387,345724
15141,12977,2163,306196
14840,3924,2251,294261
6020,14070,11346,304637
3992,2573,12769,284807
5199,18078,16393,325662
18052,14309,19717,360695
10300,18006,14729,329566
17135,1538,16819,348463
9977,18298,4813,308735
8370,5936,8122,292214
3740,4260,9514,272072
13010,6486,13728,324041
7100,10869,4060,289839
4298,10048,15265,308098
15998,1285,6628,300170
7591,15374,8731,304346
13450,16810,16827,341395
16486,17704,19137,354627
16431,17284,14327,330980
8320,10607,11565,308301
14231,4582,13192,322911
14666,5820,10030,311035
7885,16296,11727,313644
15693,8875,11141,317493
17298,5628,8353,309182
6173,19532,2790,304514
15563,14995,19025,355119
13149,12775,9809,312792
14538,3610,7888,302743
3045,2847,9214,262698
11520,7842,7794,301114
16101,12594,12281,322831
2971,7410,17353,307324
9723,6091,1103,287419
9324,18057,19458,352162
15766,1097,9218,307542
15142,16237,8528,313610
5871,12117,7983,292673
1235,6981,2442,233163
9520,11470,9289,304957
13298,14853,4808,307180
12608,16342,12557,322729
12626,12625,3049,303279
13792,14856,3266,307345
13814,14506,7621,310073
18164,3559,2068,298577
18864,17928,6527,312163
14813,7980,4009,300262
6256,11867,18428,336495
4186,1662,18998,323532
5765,13481,5578,291191
10447,2504,13214,314161
11233,18099,16575,338741
9904,7807,16699,334474
13771,15058,9342,313764
11117,9387,3291,296319
14369,2737,10033,308879
5695,9998,4655,283430
18657,14254,16984,344699
16643,8797,4149,303165
6488,15432,6952,298582
18288,19253,13738,328295
11441,3779,13447,318474
19143,14186,9917,316823
1746,15226,16472,296187
19509,3810,2927,300984
3274,17314,9412,290537
5814,3115,4625,270442
13538,16198,10307,316644
8915,5429,3122,284596
11356,8714,15973,333509
17724,16109,1848,310991
19163,17972,18776,352091
7384,17621,12800,317306
5205,6862,13952,303123
6620,14742,3231,295757
1173,4046,1562,223568
19019,17365,13913,329248
2750,6856,3176,256133
3387,14427,5510,280378
1325,15545,2875,257464
2227,9814,16035,294226
11141,17921,11603,319511
16651,17270,16033,338412
4795,14854,15073,314779
17771,12145,16677,343812
10893,12368,17400,341569
10759,1236,4566,284518
7687,11749,3842,293102
6926,1331,4222,271395
17550,4912,11388,319673
1564,18905,19601,314222
10030,8790,5454,295138
18707,9080,16108,342651
8678,13263,6920,300765
16283,17746,15833,337348
4959,11026,16512,319232
13800,8282,8209,306098
17761,2992,16120,344382
13147,14598,12046,320586
5861,12802,9586,297321
2436,17624,3697,278770
10091,2775,18257,343734
1053,19547,15409,282762
13487,11669,2851,302882
2119,3867,6070,245594
15337,16039,10955,319120
11888,3906,9737,303761
2817,15751,12243,291843
4524,11382,4652,280574
10508,14627,1678,304446
12272,12184,2808,302237
8729,6112,18621,343230
10356,7437,17578,340723
14330,8613,19807,362033
6694,6884,3217,280198
18375,3384,9170,312240
4615,9842,12550,297274
17040,5925,5059,302129
15508,16049,3135,309695
12467,13064,9066,310454
14292,12090,3661,304299
9566,15517,12094,317203
14404,8210,10958,315111
6938,12903,18623,340463
10375,2945,13083,313604
10635,14913,14296,326621
10769,17577,13603,325463
3578,15464,15235,309227
19173,2784,18693,363563
1024,2133,17486,271577
8802,11023,18088,341375
9694,5202,8084,294835
12803,8305,7601,303277
4115,9129,19228,329722
18471,7738,19965,367941
2932,19650,12372,299024
9993,13297,16698,336483
10014,7393,9627,302576
1640,19405,3320,272898
2250,2332,6728,245546
2624,10107,17735,308853
5605,12298,8185,292306
18733,1356,4157,299591
2960,10594,2768,267064
1610,2278,1266,228049
2789,5365,17646,305441
3448,2159,8055,261366
1359,19660,18539,305064
11696,5456,2516,290920
12490,12571,8293,308351
9556,3930,4127,284796
13584,8675,17260,344378
15760,19035,4476,312579
9913,3707,6732,290092
19951,12656,6945,310636
13601,15093,10126,315541
13932,12875,4440,305202
5733,6472,11614,294815
4936,15341,6527,292117
17555,19136,17726,345959
3785,8189,15174,302285
10619,15125,1198,305930
18313,8962,10141,316444
14514,13022,12337,322057
6793,2870,16504,321139
14514,6606,6653,302203
6483,11636,15532,320878
14786,14595,18280,350429
13437,9731,16076,337364
8425,17706,3214,305774
13819,17087,12792,324561
18500,15381,18075,350023
8262,2498,9443,291517
17505,6398,6267,304976
4792,7869,19728,336422
10124,8397,10321,306037
3238,19207,17837,323285
1808,10236,2696,252580
19664,15640,5163,310048
6210,12379,6088,291373
4491,17836,4520,293846
13998,8748,11086,315310
4907,13096,18464,331847
7040,5624,1871,278371
2724,2285,13508,276964
14286,1422,6783,297512
19531,4402,2446,301151
11752,6406,18695,350797
19590,13448,4864,308703
9692,7980,18964,348400
12820,13213,2843,304352
14952,15615,4097,308865
11804,7931,17543,343385
1576,15768,16257,292952
8112,11312,18744,343886
19500,13444,10928,319683
12574,14643,11297,317710
14907,8046,17519,347748
16391,10722,13656,328411
8092,6025,16436,327314
1986,9914,16730,295011
14682,12618,7113,308333
11023,5204,6748,294733
6435,1921,9229,282904
17274,12028,3359,306261
18574,14160,3328,308597
17935,5991,11706,321486
15966,12778,14867,333517
13273,6926,15309,332689
2378,14805,15021,297032
18436,15776,12728,325255
3484,8355,16889,309799
14551,11915,4635,304773
5267,14462,11868,303881
9957,15266,13439,322413
18902,9601,17803,352392
11642,9585,12528,317879
6240,19673,9438,308182
5231,8989,9826,289643
19685,18669,10269,317834
7294,13338,14765,321066
8773,16479,1477,305395
18474,14873,1328,310273
6134,9109,12460,303118
5628,1800,7905,274557
6647,9066,14483,314080
2869,12881,8596,277534
12653,9281,15359,332424
4034,3407,14592,295565
17075,1491,1382,294494
11175,2462,19836,358117
17067,13546,9643,315431
12381,11080,9428,309600
19309,16282,14827,333313
5278,15104,16157,322315
16704,7927,13729,329085
9473,8269,18743,346451
8562,12959,7318,300691
19834,19771,12346,323059
6335,11336,17145,328826
3266,19175,6637,290115
9594,10864,13007,316971
11758,17579,19437,354657
5715,5409,8546,282675
4051,18549,4496,293067
17800,15962,11520,321266
7426,5751,3296,280671
11414,12897,8485,307734
17843,5846,9843,314440
1142,18438,12833,273730
14686,17030,8597,314090
4622,6444,19302,331616
7265,2533,19405,342909
2113,5162,2610,244116
17596,8315,10346,316411
5811,9295,13049,304465
16939,8953,15172,336299
15006,4841,3769,296791
6785,2284,16660,321712
9083,2564,12740,308012
3379,19630,19380,333121
5373,11509,15298,315246
19966,16476,17922,348326
13640,17434,17207,343392
1367,8403,5196,241735
8759,9445,3500,291571
2172,2531,13011,268139
12681,12634,5774,304719
18442,9966,3866,305356
9615,8368,16579,333319
16675,16660,19305,356253
5816,8913,15159,314084
17843,11587,8709,312875
10349,5654,4155,289583
14473,14139,3799,306899
16570,3347,19782,367629
7764,10984,17649,336083
1867,19367,13973,292465
7540,10280,15797,324627
14704,15005,18461,351318
15879,7638,8388,308663
18172,19643,6467,313154
12629,4754,5352,294785
8285,13824,4903,298744
8501,16913,19831,352942
6069,7908,8870,289004
9395,11911,18358,344547
18203,10441,10471,317623
7479,7542,13690,311769
13059,11911,15766,335459
8140,4991,5431,284265
16419,5032,15761,339800
10363,6548,12295,312450
11379,8256,13246,319744
3638,11558,16740,313172
5697,14249,3513,291552
10072,17520,7790,309958
8747,17547,5871,306208
12727,4806,9041,303878
1813,16114,11516,278499
5424,9192,16222,318297
17690,15136,18583,353023
1170,18480,4837,260991
2295,18963,5412,280316
11213,3435,2324,286510
3537,16200,18464,326303
6611,5946,13985,308632
13996,3419,3523,293175
16426,9544,7282,307839
11128,3099,13674,318553
7858,12851,19170,346425
4612,15671,5444,290304
3279,11856,13057,293185
15125,15914,16548,340857
3545,10750,11333,287172
19711,6326,16089,344800
1137,6011,5603,231374
10239,3868,7994,294381
9783,17220,9786,312797
13774,6458,1052,295966
10825,19931,4919,311971
13285,15962,8012,311591
13848,14465,4479,307004
5988,16264,4718,296787
5515,1972,3607,265206
12680,15326,8790,311989
